population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,1997,10.418462873967291,21.11484075343798,4.6968848785581
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,1997,15.224632153109862,31.076089051174964,6.794074219498929
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,1998,11.669497350634776,23.954336336252148,5.177845436807299
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,1998,16.468410635620806,33.339805116050165,7.414529604830832
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,1999,12.289092486687409,24.79551131649525,5.416730086636894
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,1999,17.301648614426284,34.86776947374927,7.83060754256374
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2000,12.64151975233126,25.321176375722217,5.489472812529265
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2000,17.75802064185794,36.03818481313959,8.021363299561536
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2001,12.400146535638642,24.956850829559077,5.44207403397173
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2001,17.942070502549182,35.772778077899105,8.146084234859153
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2002,11.52780414732142,23.119358562653503,5.031199174547374
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2002,17.647517381113534,34.533939577680975,8.003306572202959
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2003,10.362532396727756,20.78516361907223,4.60243435711649
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2003,16.947104139748113,33.08760888595647,7.638726268848716
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2004,9.701488435231276,19.38608726456173,4.319288429383599
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2004,16.54675288849854,32.27902860653624,7.508465424706958
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2005,9.56388361502375,19.16781631863458,4.244458296990288
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2005,16.39535003846459,32.067732571724015,7.352902104552962
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2006,9.933649452363936,19.90252469893741,4.4535009259301
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2006,16.437771653345095,32.311916913272384,7.4578779403275215
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2007,10.583071702364249,21.27913463437461,4.7540006117732405
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2007,16.469728524918136,32.64874568794011,7.540477581373771
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2008,11.309683776594726,22.500100264987545,5.10502301593055
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2008,16.405439570715178,33.129228010827454,7.562798568388953
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2009,11.602128761451532,23.03257715589976,5.238433308800965
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2009,16.08635271524845,32.76389562861365,7.392274619318519
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2010,11.402446916257622,22.59851556985093,5.133624340688103
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2010,15.593304546972645,31.94178623613029,7.175860647886162
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2011,10.87101051242592,21.73916132524448,4.892973850840077
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2011,15.265520982455511,31.351451495324252,6.978381713624418
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2012,10.391320343204548,20.872950351669346,4.675398868122864
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2012,15.216251786369815,31.34854902119019,6.94243394691553
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2013,10.033888020633489,20.1377220212001,4.513572710201394
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2013,15.420743499803493,31.96681025916096,6.997462410306412
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2014,9.815021284622963,19.55845930808561,4.360865832232332
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2014,15.878669204349086,33.046800240261085,7.159325454837444
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2015,9.89470520758476,19.742712078732872,4.347891139787366
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2015,16.59699435882559,34.545276793370085,7.50960292956738
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2016,10.441580255192866,20.89278222377874,4.643639149770573
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2016,17.650252052787874,36.49910293286217,8.013664210320524
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2017,11.129178825929197,22.454188423155134,4.990901137871802
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2017,18.804993928476613,38.51866844686178,8.538921737504882
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2018,11.883599737905508,23.95016538238765,5.338375528521482
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2018,19.908063685280418,40.3100598550973,8.928391508219386
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2019,12.613082456908655,25.184041879935325,5.603561013775547
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2019,20.88042303864071,42.09969081820585,9.256005155538698
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2020,13.246891069412335,26.603252921580584,5.986370803425964
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2020,21.63105879139898,43.59938673590413,9.880519230021708
1,All Population,5,Prevalence,69,Singapore,1,Male,6,5-9 years,572,Eating disorders,1,Number,2021,13.50486700618146,27.538163816459893,5.969832261090618
1,All Population,5,Prevalence,69,Singapore,2,Female,6,5-9 years,572,Eating disorders,1,Number,2021,22.508084313663087,46.87807797714932,10.036900805816613
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1990,182.85278184750996,308.4724970449526,111.8769040770096
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1990,293.64686718273646,455.7396618516976,195.1124763851603
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1991,195.01952595172423,331.16972821428374,121.10829997035891
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1991,308.0561511902885,479.87004683726025,207.2473963091609
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1992,203.70270171411804,345.8223669065709,126.97513933765156
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1992,325.50998572779247,512.3628926697993,219.09373802970805
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1993,208.04570555315917,349.97087921919604,129.63367701024072
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1993,340.41191656502724,541.6684129769591,230.56370658891203
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1994,205.0215040074824,347.6145773906185,128.12937190141596
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1994,347.8646414407315,553.8416248165172,235.4768874904308
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1995,195.90458550665755,332.321080052375,123.06287237262904
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1995,349.26545981332055,553.9928792339633,236.56865885332087
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1996,184.93267373370423,311.93032147179736,116.31207934143856
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1996,341.2703865509109,536.1287200876261,230.26805444663432
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1997,174.8636756822165,294.1062995500141,110.02958534445136
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1997,332.010122918664,521.5955876294017,224.1501592524694
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1998,171.84730223932632,288.3675636736666,108.01430932555836
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1998,328.8178122906983,521.338063924928,221.7577614930188
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,1999,172.01463476262686,287.4375068450734,107.8179377889797
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,1999,334.0448984391561,530.8397274248423,223.07883695599529
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2000,182.6147411076192,307.243422373586,113.84724822462874
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2000,355.5113870396808,561.2676233783686,234.77373008284437
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2001,207.35191979683643,349.3977125264746,129.17869467538333
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2001,399.9160874732546,634.4607469145626,266.5175242180559
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2002,232.6312314512062,388.93056858856426,143.80930557259376
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2002,448.4796111501168,713.899672789875,298.93829597488127
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2003,248.0167564336792,415.4121184644407,153.1927507736715
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2003,484.9602194346928,778.42950639133,322.35990750386634
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2004,260.79292550467494,441.0875209926653,160.8217488617246
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2004,516.5768630063739,823.5203164286777,341.298287663204
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2005,264.7152972749722,451.8633995815219,162.62497163384324
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2005,531.8105652494414,842.012222333753,350.52406491509055
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2006,258.4353349683527,439.2395194427253,159.63634952056935
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2006,527.5353150661438,837.8305787604379,348.5505310745349
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2007,248.87955267028732,423.58062019073816,153.863715685685
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2007,511.23326486382825,812.2469690062896,340.1938615712791
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2008,241.69212185824125,409.4865159330632,149.26401488771256
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2008,491.8071306913976,772.2032888400997,323.02935698400734
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2009,232.7213087854739,392.6559829736741,142.61348376338074
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2009,469.5001341783196,735.2463851947737,305.4714357033106
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2010,231.5515776561344,388.60064600439694,142.3285934409671
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2010,451.7221253533066,708.8409349991504,291.4045300226858
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2011,240.5291267756901,404.98369347819335,147.5417643664507
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2011,445.2440240839674,696.4269378140452,291.33014004391384
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2012,253.70842430104648,432.3940961743648,155.61872333301932
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2012,441.706513362858,703.8516274077499,289.2940322182893
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2013,263.3158990939557,450.5447319487672,160.88695580280955
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2013,433.75294899732,704.4051401909605,282.24164641326684
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2014,267.1269660674148,451.7777695539713,162.67802748831218
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2014,423.74079936183824,695.6222150062924,273.1877715528907
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2015,261.415838744227,443.6096216481303,158.92814499177388
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2015,412.0942620272193,684.4938315076835,264.8510375324901
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2016,248.2108254295644,420.94290829756096,152.6498330022032
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2016,402.4487475995804,654.6686067144963,263.4077089763532
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2017,232.77453693057493,392.3634048892243,144.59716359042267
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2017,398.4248493776438,643.8456966808305,263.50866757709866
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2018,222.16389711102255,373.0355384514594,138.54335411968611
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2018,402.9393270903729,642.725951430697,268.36105523821647
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2019,215.70201886067423,360.6549904889299,135.15139650215994
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2019,413.1500981771519,659.2677225492628,274.94034224496806
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2020,216.44919224683247,366.7370005126792,133.43908445982044
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2020,428.152748572808,698.1898521061097,284.2571172585251
1,All Population,5,Prevalence,69,Singapore,1,Male,7,10-14 years,572,Eating disorders,1,Number,2021,227.42131127081367,391.917516801858,139.27627724332837
1,All Population,5,Prevalence,69,Singapore,2,Female,7,10-14 years,572,Eating disorders,1,Number,2021,458.3172323369223,747.6791303764162,300.64843869782896
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1990,706.4394722437112,1154.5207231811276,432.24243292839935
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1990,1262.6109657085667,1970.7863026732205,829.9448581852539
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1991,707.180971741437,1152.6014891104762,437.00739758766406
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1991,1294.8668720854428,2016.376168238009,854.2412129298111
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1992,697.5382460792728,1130.2966049465276,434.2768144130365
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1992,1340.455756639817,2074.2146096498504,887.7336615066379
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1993,680.7410514193966,1087.8130822510186,424.8802952382471
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1993,1351.060104401893,2087.713778350653,896.0494245036734
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1994,714.4016802707253,1131.2314809173345,444.4787269761764
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1994,1384.7996988297257,2107.714099948146,910.7498084256042
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1995,777.0572500185732,1234.3661656163315,481.3416861392202
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1995,1429.1455459913725,2164.4890850029747,934.4709108493128
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1996,865.9915473587739,1382.8374625884303,534.8790106755898
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1996,1474.7476604360213,2208.2413015486545,973.3350906670298
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1997,931.303780526676,1500.8457816508662,576.7298111959019
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1997,1500.9198973320904,2244.984365935944,996.8499628219485
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1998,978.6167979127688,1597.91395201696,602.8281970433202
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1998,1515.6200288351347,2259.473885481526,1007.1295563951342
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,1999,939.6640496980356,1545.603758481611,575.5756945047864
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,1999,1485.6879698264022,2236.6001962247487,978.7172845282676
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2000,888.7385348333004,1456.5648971839476,540.7566771956094
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2000,1465.5263360970546,2221.071198369338,961.217762628532
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2001,828.140589965045,1364.3511221748786,510.57476123353433
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2001,1468.4335505921324,2221.987367125297,966.268004089544
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2002,777.2692107895961,1280.8698644637177,481.02995325733895
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2002,1482.5732545896028,2247.226129289397,977.5916581485776
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2003,755.8752032516031,1251.3154262018236,471.9137068020036
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2003,1515.360778269397,2319.135729586951,996.1006689419314
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2004,792.4550401686573,1316.359701298225,494.9185320404493
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2004,1620.647816933948,2522.5224582049686,1064.513779520403
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2005,867.8798422994877,1447.120220647597,533.2638419248193
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2005,1796.0217536590308,2817.034325257924,1177.3609645911872
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2006,976.3363396068456,1636.0372146927189,603.8402059925688
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2006,2036.2624823403387,3216.7244492463724,1346.6698590017104
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2007,1091.6385942364043,1835.9339085277315,676.5666618043653
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2007,2285.749742606551,3637.651947561834,1511.641763523961
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2008,1190.400296469464,1992.3833329586216,734.4819215420991
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2008,2495.8331164638985,3974.778449211797,1647.430771154205
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2009,1203.522783592891,2006.492563410745,744.131976111853
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2009,2586.8733761924973,4127.049279864639,1692.5919509262417
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2010,1154.730876159501,1931.5791659406625,708.7062912915501
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2010,2539.705719846901,4045.474436509753,1661.5851989418315
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2011,1079.7720132189952,1807.630729574259,662.7305562358584
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2011,2412.1909036050315,3761.130000077108,1573.304160843108
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2012,1003.6015273138552,1703.5096972026415,610.9377806623435
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2012,2239.5413741185243,3481.078817419321,1456.0490440354913
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2013,931.362155506551,1582.2221300655142,565.0568548836699
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2013,2046.578075967452,3135.4268867802666,1331.198671465217
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2014,878.0605740403252,1487.6865275422938,531.9891428363567
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2014,1886.110908678667,2852.3024725868936,1225.1362990145703
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2015,861.4919645676509,1450.3418724975868,520.9113206741705
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2015,1778.9660418765495,2661.003114603428,1152.82741677991
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2016,881.2773343520439,1485.1704805722293,543.365212241596
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2016,1722.9268799865424,2570.4457844459703,1118.2371632288596
1,All Population,5,Prevalence,69,Singapore,1,Male,8,15-19 years,572,Eating disorders,1,Number,2017,901.002692818294,1498.6521366449151,558.5356069736478
1,All Population,5,Prevalence,69,Singapore,2,Female,8,15-19 years,572,Eating disorders,1,Number,2017,1678.5897370170887,2531.1110969596853,1095.0810679457345
